Geo,Year,PropUrbanSFDU,PropUrbanMFDU,PropUrbanGQDU,PropTownSFDU,PropTownMFDU,PropTownGQDU
530330010002,2018,1.0,0.0,0,0.0,0.0,0
530330011001,2018,1.0,0.0,0,0.0,0.0,0
530330011002,2018,0.9801762114537445,0.019823788546255508,0,0.0,0.0,0
530330012011,2018,0.7610619469026548,0.23893805309734514,0,0.0,0.0,0
530330012012,2018,0.41762452107279696,0.5823754789272031,0,0.0,0.0,0
530330012013,2018,0.25,0.75,0,0.0,0.0,0
530330012021,2018,1.0,0.0,0,0.0,0.0,0
530330012022,2018,1.0,0.0,0,0.0,0.0,0
530330012023,2018,0.17307692307692307,0.8269230769230769,0,0.0,0.0,0
530330013001,2018,0.7504488330341114,0.2495511669658887,0,0.0,0.0,0
530330013002,2018,0.915625,0.084375,0,0.0,0.0,0
530330013003,2018,0.9178885630498533,0.08211143695014662,0,0.0,0.0,0
530330014001,2018,0.9205479452054794,0.07945205479452055,0,0.0,0.0,0
530330014002,2018,0.9716494845360825,0.028350515463917526,0,0.0,0.0,0
530330014003,2018,0.9344729344729344,0.06552706552706553,0,0.0,0.0,0
530330014004,2018,0.9930915371329879,0.0069084628670120895,0,0.0,0.0,0
530330015001,2018,1.0,0.0,0,0.0,0.0,0
530330015002,2018,0.9961904761904762,0.0038095238095238095,0,0.0,0.0,0
530330016001,2018,1.0,0.0,0,0.0,0.0,0
530330016002,2018,1.0,0.0,0,0.0,0.0,0
530330016003,2018,0.8664047151277013,0.13359528487229863,0,0.0,0.0,0
530330017011,2018,0.516629711751663,0.48337028824833705,0,0.0,0.0,0
530330017012,2018,0.626,0.374,0,0.0,0.0,0
530330017013,2018,0.7607655502392344,0.23923444976076555,0,0.0,0.0,0
530330017021,2018,0.9824561403508771,0.017543859649122806,0,0.0,0.0,0
530330017022,2018,0.9269911504424779,0.07300884955752213,0,0.0,0.0,0
530330017023,2018,1.0,0.0,0,0.0,0.0,0
530330017024,2018,0.9586776859504132,0.04132231404958678,0,0.0,0.0,0
530330018001,2018,0.9528487229862476,0.047151277013752456,0,0.0,0.0,0
530330018002,2018,0.8856015779092702,0.11439842209072978,0,0.0,0.0,0
530330018003,2018,0.8628884826325411,0.13711151736745886,0,0.0,0.0,0
530330019001,2018,0.956989247311828,0.043010752688172046,0,0.0,0.0,0
530330019002,2018,1.0,0.0,0,0.0,0.0,0
530330019003,2018,0.0,1.0,0,0.0,0.0,0
530330019004,2018,0.4089068825910931,0.5910931174089069,0,0.0,0.0,0
530330020001,2018,0.7186311787072244,0.2813688212927757,0,0.0,0.0,0
530330020002,2018,0.952808988764045,0.04719101123595506,0,0.0,0.0,0
530330020003,2018,0.9920634920634921,0.007936507936507936,0,0.0,0.0,0
530330021001,2018,1.0,0.0,0,0.0,0.0,0
530330021002,2018,0.7955465587044535,0.20445344129554655,0,0.0,0.0,0
530330021003,2018,0.8685567010309279,0.13144329896907217,0,0.0,0.0,0
530330022001,2018,1.0,0.0,0,0.0,0.0,0
530330022002,2018,1.0,0.0,0,0.0,0.0,0
530330022003,2018,1.0,0.0,0,0.0,0.0,0
530330022004,2018,0.8362573099415205,0.16374269005847952,0,0.0,0.0,0
530330024001,2018,1.0,0.0,0,0.0,0.0,0
530330024002,2018,1.0,0.0,0,0.0,0.0,0
530330025001,2018,1.0,0.0,0,0.0,0.0,0
530330025002,2018,0.891588785046729,0.10841121495327102,0,0.0,0.0,0
530330026001,2018,1.0,0.0,0,0.0,0.0,0
530330026002,2018,1.0,0.0,0,0.0,0.0,0
530330026003,2018,1.0,0.0,0,0.0,0.0,0
530330026004,2018,1.0,0.0,0,0.0,0.0,0
530330027001,2018,0.9288321167883211,0.07116788321167883,0,0.0,0.0,0
530330027002,2018,0.994413407821229,0.00558659217877095,0,0.0,0.0,0
530330027003,2018,0.8411633109619687,0.15883668903803133,0,0.0,0.0,0
530330027004,2018,0.9812382739212008,0.01876172607879925,0,0.0,0.0,0
530330028001,2018,0.9364035087719298,0.06359649122807018,0,0.0,0.0,0
530330028002,2018,0.9069264069264069,0.09307359307359307,0,0.0,0.0,0
530330028003,2018,0.8333333333333334,0.16666666666666666,0,0.0,0.0,0
530330028004,2018,0.958128078817734,0.04187192118226601,0,0.0,0.0,0
530330029001,2018,0.9165120593692022,0.08348794063079777,0,0.0,0.0,0
530330029002,2018,0.9637681159420289,0.036231884057971016,0,0.0,0.0,0
530330029003,2018,0.9563636363636364,0.04363636363636364,0,0.0,0.0,0
530330030001,2018,0.991044776119403,0.008955223880597015,0,0.0,0.0,0
530330030002,2018,0.996039603960396,0.0039603960396039604,0,0.0,0.0,0
530330030003,2018,0.995049504950495,0.0049504950495049506,0,0.0,0.0,0
530330030004,2018,0.9980544747081712,0.0019455252918287938,0,0.0,0.0,0
530330031001,2018,1.0,0.0,0,0.0,0.0,0
530330031002,2018,0.9795501022494888,0.02044989775051125,0,0.0,0.0,0
530330031003,2018,0.976905311778291,0.023094688221709007,0,0.0,0.0,0
530330031004,2018,1.0,0.0,0,0.0,0.0,0
530330031005,2018,1.0,0.0,0,0.0,0.0,0
530330032011,2018,0.8992248062015504,0.10077519379844961,0,0.0,0.0,0
530330032012,2018,0.5971223021582733,0.4028776978417266,0,0.0,0.0,0
530330032013,2018,0.8333333333333334,0.16666666666666666,0,0.0,0.0,0
530330032021,2018,0.963302752293578,0.03669724770642202,0,0.0,0.0,0
530330032022,2018,0.7535934291581109,0.2464065708418891,0,0.0,0.0,0
530330032023,2018,0.9508840864440079,0.04911591355599214,0,0.0,0.0,0
530330033011,2018,0.987220447284345,0.012779552715654952,0,0.0,0.0,0
530330033012,2018,0.8946236559139785,0.1053763440860215,0,0.0,0.0,0
530330033013,2018,1.0,0.0,0,0.0,0.0,0
530330033021,2018,0.9954233409610984,0.004576659038901602,0,0.0,0.0,0
530330033022,2018,0.9033613445378151,0.09663865546218488,0,0.0,0.0,0
530330033023,2018,0.9147286821705426,0.08527131782945736,0,0.0,0.0,0
530330034001,2018,0.9710144927536232,0.028985507246376812,0,0.0,0.0,0
530330034002,2018,0.9751693002257337,0.024830699774266364,0,0.0,0.0,0
530330034003,2018,1.0,0.0,0,0.0,0.0,0
530330035001,2018,0.9892703862660944,0.01072961373390558,0,0.0,0.0,0
530330035002,2018,0.9932126696832579,0.006787330316742082,0,0.0,0.0,0
530330035003,2018,0.8065476190476191,0.19345238095238096,0,0.0,0.0,0
530330036011,2018,0.9363295880149812,0.06367041198501873,0,0.0,0.0,0
530330036012,2018,0.9686847599164927,0.031315240083507306,0,0.0,0.0,0
530330036013,2018,0.345679012345679,0.654320987654321,0,0.0,0.0,0
530330036021,2018,1.0,0.0,0,0.0,0.0,0
530330036022,2018,0.6962025316455697,0.3037974683544304,0,0.0,0.0,0
530330036023,2018,0.8691588785046729,0.1308411214953271,0,0.0,0.0,0
530330038001,2018,0.8099352051835853,0.1900647948164147,0,0.0,0.0,0
530330038002,2018,1.0,0.0,0,0.0,0.0,0
530330039001,2018,0.9743178170144462,0.025682182985553772,0,0.0,0.0,0
530330039002,2018,1.0,0.0,0,0.0,0.0,0
530330040001,2018,0.315203955500618,0.6847960444993819,0,0.0,0.0,0
530330040002,2018,1.0,0.0,0,0.0,0.0,0
530330041011,2018,1.0,0.0,0,0.0,0.0,0
530330041012,2018,1.0,0.0,0,0.0,0.0,0
530330041013,2018,1.0,0.0,0,0.0,0.0,0
530330041021,2018,0.983402489626556,0.016597510373443983,0,0.0,0.0,0
530330041022,2018,0.9002267573696145,0.09977324263038549,0,0.0,0.0,0
530330041023,2018,0.8944223107569721,0.10557768924302789,0,0.0,0.0,0
530330042011,2018,0.8651252408477842,0.1348747591522158,0,0.0,0.0,0
530330042012,2018,0.9264214046822743,0.07357859531772576,0,0.0,0.0,0
530330042013,2018,1.0,0.0,0,0.0,0.0,0
530330042021,2018,0.7518248175182481,0.24817518248175183,0,0.0,0.0,0
530330042022,2018,1.0,0.0,0,0.0,0.0,0
530330042023,2018,0.9961315280464217,0.0038684719535783366,0,0.0,0.0,0
530330043011,2018,1.0,0.0,0,0.0,0.0,0
530330043012,2018,1.0,0.0,0,0.0,0.0,0
530330043013,2018,0.9168831168831169,0.08311688311688312,0,0.0,0.0,0
530330043021,2018,0.8064516129032258,0.1935483870967742,0,0.0,0.0,0
530330043022,2018,1.0,0.0,0,0.0,0.0,0
530330043023,2018,0.5340909090909091,0.4659090909090909,0,0.0,0.0,0
530330044011,2018,1.0,0.0,0,0.0,0.0,0
530330044012,2018,1.0,0.0,0,0.0,0.0,0
530330044013,2018,1.0,0.0,0,0.0,0.0,0
530330044021,2018,1.0,0.0,0,0.0,0.0,0
530330044022,2018,0.94,0.06,0,0.0,0.0,0
530330044023,2018,0.5692307692307692,0.4307692307692308,0,0.0,0.0,0
530330045001,2018,1.0,0.0,0,0.0,0.0,0
530330045002,2018,1.0,0.0,0,0.0,0.0,0
530330046001,2018,0.9845360824742269,0.015463917525773196,0,0.0,0.0,0
530330046002,2018,0.9901234567901235,0.009876543209876543,0,0.0,0.0,0
530330046003,2018,0.9911764705882353,0.008823529411764706,0,0.0,0.0,0
530330047011,2018,0.42162162162162165,0.5783783783783784,0,0.0,0.0,0
530330047012,2018,0.0,1.0,0,0.0,0.0,0
530330047013,2018,0.27586206896551724,0.7241379310344828,0,0.0,0.0,0
530330047021,2018,0.7508417508417509,0.24915824915824916,0,0.0,0.0,0
530330047022,2018,0.0,0.0,0,0.0,0.0,0
530330047023,2018,0.25,0.75,0,0.0,0.0,0
530330047031,2018,0.9392265193370166,0.06077348066298342,0,0.0,0.0,0
530330047032,2018,0.3333333333333333,0.6666666666666666,0,0.0,0.0,0
530330047033,2018,0.9786324786324786,0.021367521367521368,0,0.0,0.0,0
530330048001,2018,0.9923076923076923,0.007692307692307693,0,0.0,0.0,0
530330048002,2018,0.8488888888888889,0.1511111111111111,0,0.0,0.0,0
530330048003,2018,0.7161016949152542,0.2838983050847458,0,0.0,0.0,0
530330048004,2018,0.9868766404199475,0.013123359580052493,0,0.0,0.0,0
530330049011,2018,0.7969924812030075,0.20300751879699247,0,0.0,0.0,0
530330049012,2018,0.7917981072555205,0.2082018927444795,0,0.0,0.0,0
530330049013,2018,0.7344398340248963,0.26556016597510373,0,0.0,0.0,0
530330049021,2018,0.9282051282051282,0.07179487179487179,0,0.0,0.0,0
530330049022,2018,0.32427184466019415,0.6757281553398058,0,0.0,0.0,0
530330050001,2018,0.8595238095238096,0.14047619047619048,0,0.0,0.0,0
530330050002,2018,0.8795180722891566,0.12048192771084337,0,0.0,0.0,0
530330050003,2018,0.6130434782608696,0.3869565217391304,0,0.0,0.0,0
530330051001,2018,0.9047619047619048,0.09523809523809523,0,0.0,0.0,0
530330051002,2018,1.0,0.0,0,0.0,0.0,0
530330051003,2018,0.9654178674351584,0.0345821325648415,0,0.0,0.0,0
530330052011,2018,0.8935361216730038,0.10646387832699619,0,0.0,0.0,0
530330052012,2018,0.7917675544794189,0.20823244552058112,0,0.0,0.0,0
530330052013,2018,0.1984126984126984,0.8015873015873016,0,0.0,0.0,0
530330052021,2018,0.22839506172839505,0.7716049382716049,0,0.0,0.0,0
530330052022,2018,1.0,0.0,0,0.0,0.0,0
530330052023,2018,0.3770491803278688,0.6229508196721312,0,0.0,0.0,0
530330053031,2018,0.0,0.0,0,0.0,0.0,0
530330053032,2018,0.0,0.0,0,0.0,0.0,0
530330053041,2018,0.0,0.0,0,0.0,0.0,0
530330053042,2018,0.0,0.0,0,0.0,0.0,0
530330053051,2018,0.029411764705882353,0.9705882352941176,0,0.0,0.0,0
530330053052,2018,0.2,0.8,0,0.0,0.0,0
530330053061,2018,0.09803921568627451,0.9019607843137255,0,0.0,0.0,0
530330053062,2018,0.015037593984962405,0.9849624060150376,0,0.0,0.0,0
530330053071,2018,1.0,0.0,0,0.0,0.0,0
530330053072,2018,1.0,0.0,0,0.0,0.0,0
530330053073,2018,1.0,0.0,0,0.0,0.0,0
530330054011,2018,0.5088757396449705,0.4911242603550296,0,0.0,0.0,0
530330054012,2018,0.6695652173913044,0.33043478260869563,0,0.0,0.0,0
530330054013,2018,0.4943820224719101,0.5056179775280899,0,0.0,0.0,0
530330054021,2018,0.9854227405247813,0.014577259475218658,0,0.0,0.0,0
530330054022,2018,0.8839779005524862,0.11602209944751381,0,0.0,0.0,0
530330054023,2018,0.6666666666666666,0.3333333333333333,0,0.0,0.0,0
530330056001,2018,1.0,0.0,0,0.0,0.0,0
530330056002,2018,1.0,0.0,0,0.0,0.0,0
530330056003,2018,0.9981447124304267,0.0018552875695732839,0,0.0,0.0,0
530330056004,2018,1.0,0.0,0,0.0,0.0,0
530330056005,2018,1.0,0.0,0,0.0,0.0,0
530330057001,2018,0.9471458773784355,0.052854122621564484,0,0.0,0.0,0
530330057002,2018,1.0,0.0,0,0.0,0.0,0
530330057003,2018,0.9408033826638478,0.05919661733615222,0,0.0,0.0,0
530330057004,2018,1.0,0.0,0,0.0,0.0,0
530330057005,2018,0.7547619047619047,0.24523809523809523,0,0.0,0.0,0
530330058011,2018,0.9341772151898734,0.06582278481012659,0,0.0,0.0,0
530330058012,2018,0.3987915407854985,0.6012084592145015,0,0.0,0.0,0
530330058013,2018,0.5836575875486382,0.4163424124513619,0,0.0,0.0,0
530330058014,2018,0.7719298245614035,0.22807017543859648,0,0.0,0.0,0
530330058031,2018,0.8415841584158416,0.15841584158415842,0,0.0,0.0,0
530330058032,2018,0.7522123893805309,0.24778761061946902,0,0.0,0.0,0
530330058041,2018,0.5343511450381679,0.46564885496183206,0,0.0,0.0,0
530330058042,2018,0.21082621082621084,0.7891737891737892,0,0.0,0.0,0
530330059011,2018,0.5427631578947368,0.45723684210526316,0,0.0,0.0,0
530330059012,2018,0.9487179487179487,0.05128205128205128,0,0.0,0.0,0
530330059013,2018,0.9609375,0.0390625,0,0.0,0.0,0
530330059021,2018,0.814317673378076,0.18568232662192394,0,0.0,0.0,0
530330059022,2018,1.0,0.0,0,0.0,0.0,0
530330059023,2018,0.9184549356223176,0.0815450643776824,0,0.0,0.0,0
530330060001,2018,0.22,0.78,0,0.0,0.0,0
530330060002,2018,0.9159663865546218,0.08403361344537816,0,0.0,0.0,0
530330060003,2018,0.9675456389452333,0.032454361054766734,0,0.0,0.0,0
530330060004,2018,0.6633663366336634,0.33663366336633666,0,0.0,0.0,0
530330061001,2018,0.8025889967637541,0.19741100323624594,0,0.0,0.0,0
530330061002,2018,0.8159340659340659,0.18406593406593408,0,0.0,0.0,0
530330061003,2018,0.31981981981981983,0.6801801801801802,0,0.0,0.0,0
530330061004,2018,0.21171171171171171,0.7882882882882883,0,0.0,0.0,0
530330061005,2018,0.486404833836858,0.513595166163142,0,0.0,0.0,0
530330062001,2018,0.9733333333333334,0.02666666666666667,0,0.0,0.0,0
530330062002,2018,0.989247311827957,0.010752688172043012,0,0.0,0.0,0
530330062003,2018,0.949238578680203,0.050761421319796954,0,0.0,0.0,0
530330063001,2018,0.7553191489361702,0.24468085106382978,0,0.0,0.0,0
530330063002,2018,0.9530434782608695,0.04695652173913043,0,0.0,0.0,0
530330063003,2018,0.36082474226804123,0.6391752577319587,0,0.0,0.0,0
530330063004,2018,0.6027164685908319,0.39728353140916806,0,0.0,0.0,0
530330064001,2018,1.0,0.0,0,0.0,0.0,0
530330064002,2018,0.9731543624161074,0.026845637583892617,0,0.0,0.0,0
530330064003,2018,0.9947643979057592,0.005235602094240838,0,0.0,0.0,0
530330065001,2018,0.7988929889298892,0.2011070110701107,0,0.0,0.0,0
530330065002,2018,0.5615384615384615,0.43846153846153846,0,0.0,0.0,0
530330065003,2018,0.3090507726269316,0.6909492273730684,0,0.0,0.0,0
530330066001,2018,0.07516339869281045,0.9248366013071896,0,0.0,0.0,0
530330066002,2018,0.4692556634304207,0.5307443365695793,0,0.0,0.0,0
530330066003,2018,0.5443037974683544,0.45569620253164556,0,0.0,0.0,0
530330067011,2018,0.0,1.0,0,0.0,0.0,0
530330067012,2018,0.0,0.0,0,0.0,0.0,0
530330067013,2018,0.10649350649350649,0.8935064935064935,0,0.0,0.0,0
530330067021,2018,0.58,0.42,0,0.0,0.0,0
530330067022,2018,0.0,0.0,0,0.0,0.0,0
530330067023,2018,0.23715415019762845,0.7628458498023716,0,0.0,0.0,0
530330067031,2018,0.815625,0.184375,0,0.0,0.0,0
530330067032,2018,0.3193548387096774,0.6806451612903226,0,0.0,0.0,0
530330067033,2018,0.5131086142322098,0.4868913857677903,0,0.0,0.0,0
530330068001,2018,0.95,0.05,0,0.0,0.0,0
530330068002,2018,0.7734138972809668,0.22658610271903323,0,0.0,0.0,0
530330068003,2018,0.46373626373626375,0.5362637362637362,0,0.0,0.0,0
530330069001,2018,0.841726618705036,0.15827338129496402,0,0.0,0.0,0
530330069002,2018,0.9517819706498952,0.04821802935010482,0,0.0,0.0,0
530330069003,2018,0.6651270207852193,0.3348729792147806,0,0.0,0.0,0
530330070011,2018,0.4,0.6,0,0.0,0.0,0
530330070012,2018,0.1459227467811159,0.8540772532188842,0,0.0,0.0,0
530330070013,2018,0.028846153846153848,0.9711538461538461,0,0.0,0.0,0
530330070021,2018,0.32620320855614976,0.6737967914438503,0,0.0,0.0,0
530330070022,2018,0.33415233415233414,0.6658476658476659,0,0.0,0.0,0
530330070023,2018,0.3375796178343949,0.6624203821656051,0,0.0,0.0,0
530330071011,2018,0.0,1.0,0,0.0,0.0,0
530330071012,2018,0.005128205128205128,0.9948717948717949,0,0.0,0.0,0
530330071021,2018,0.0,1.0,0,0.0,0.0,0
530330071022,2018,0.0,1.0,0,0.0,0.0,0
530330072011,2018,0.0,1.0,0,0.0,0.0,0
530330072012,2018,0.0,1.0,0,0.0,0.0,0
530330072013,2018,0.0,1.0,0,0.0,0.0,0
530330072021,2018,0.0,1.0,0,0.0,0.0,0
530330072022,2018,0.0,1.0,0,0.0,0.0,0
530330072023,2018,0.0,1.0,0,0.0,0.0,0
530330072031,2018,0.0,1.0,0,0.0,0.0,0
530330072032,2018,0.0,1.0,0,0.0,0.0,0
530330073011,2018,0.0,1.0,0,0.0,0.0,0
530330073012,2018,0.0,0.0,0,0.0,0.0,0
530330073013,2018,0.0,0.0,0,0.0,0.0,0
530330073021,2018,0.0,1.0,0,0.0,0.0,0
530330073022,2018,0.0,1.0,0,0.0,0.0,0
530330073023,2018,0.0,1.0,0,0.0,0.0,0
530330073031,2018,0.0,1.0,0,0.0,0.0,0
530330073032,2018,0.0,1.0,0,0.0,0.0,0
530330073033,2018,0.0,0.0,0,0.0,0.0,0
530330074031,2018,1.0,0.0,0,0.0,0.0,0
530330074032,2018,0.028225806451612902,0.9717741935483871,0,0.0,0.0,0
530330074041,2018,0.029411764705882353,0.9705882352941176,0,0.0,0.0,0
530330074042,2018,0.04597701149425287,0.9540229885057471,0,0.0,0.0,0
530330074051,2018,0.01639344262295082,0.9836065573770492,0,0.0,0.0,0
530330074052,2018,0.03389830508474576,0.9661016949152542,0,0.0,0.0,0
530330074061,2018,0.024,0.976,0,0.0,0.0,0
530330074062,2018,0.013513513513513514,0.9864864864864865,0,0.0,0.0,0
530330075011,2018,0.2591549295774648,0.7408450704225352,0,0.0,0.0,0
530330075012,2018,0.6242038216560509,0.37579617834394907,0,0.0,0.0,0
530330075013,2018,0.4016393442622951,0.5983606557377049,0,0.0,0.0,0
530330075021,2018,0.32,0.68,0,0.0,0.0,0
530330075022,2018,0.348993288590604,0.6510067114093959,0,0.0,0.0,0
530330075023,2018,0.23958333333333334,0.7604166666666666,0,0.0,0.0,0
530330075031,2018,0.0,1.0,0,0.0,0.0,0
530330075032,2018,0.006578947368421052,0.993421052631579,0,0.0,0.0,0
530330076001,2018,0.6411960132890365,0.3588039867109635,0,0.0,0.0,0
530330076002,2018,0.7875,0.2125,0,0.0,0.0,0
530330076003,2018,0.6051502145922747,0.3948497854077253,0,0.0,0.0,0
530330077001,2018,0.9825242718446602,0.017475728155339806,0,0.0,0.0,0
530330077002,2018,0.8248175182481752,0.17518248175182483,0,0.0,0.0,0
530330077003,2018,1.0,0.0,0,0.0,0.0,0
530330077004,2018,0.7827956989247312,0.2172043010752688,0,0.0,0.0,0
530330078001,2018,0.9451327433628318,0.05486725663716814,0,0.0,0.0,0
530330078002,2018,0.9930795847750865,0.006920415224913495,0,0.0,0.0,0
530330078003,2018,0.9176201372997712,0.08237986270022883,0,0.0,0.0,0
530330078004,2018,1.0,0.0,0,0.0,0.0,0
530330079011,2018,0.14375,0.85625,0,0.0,0.0,0
530330079012,2018,0.47692307692307695,0.5230769230769231,0,0.0,0.0,0
530330079021,2018,0.0958904109589041,0.9041095890410958,0,0.0,0.0,0
530330079022,2018,0.936046511627907,0.06395348837209303,0,0.0,0.0,0
530330079023,2018,0.7368421052631579,0.2631578947368421,0,0.0,0.0,0
530330080021,2018,0.0,1.0,0,0.0,0.0,0
530330080022,2018,0.0,1.0,0,0.0,0.0,0
530330080023,2018,0.0,1.0,0,0.0,0.0,0
530330080031,2018,0.0,1.0,0,0.0,0.0,0
530330080032,2018,0.0,1.0,0,0.0,0.0,0
530330080033,2018,0.0,1.0,0,0.0,0.0,0
530330080041,2018,0.0,1.0,0,0.0,0.0,0
530330080042,2018,0.0,1.0,0,0.0,0.0,0
530330080043,2018,0.0,0.0,0,0.0,0.0,0
530330081011,2018,0.0,1.0,0,0.0,0.0,0
530330081012,2018,0.0,1.0,0,0.0,0.0,0
530330081013,2018,0.0,1.0,0,0.0,0.0,0
530330081021,2018,0.0,1.0,0,0.0,0.0,0
530330081022,2018,0.0,1.0,0,0.0,0.0,0
530330082001,2018,0.0,1.0,0,0.0,0.0,0
530330082002,2018,0.0,0.0,0,0.0,0.0,0
530330082003,2018,0.0,1.0,0,0.0,0.0,0
530330083001,2018,0.002070393374741201,0.9979296066252588,0,0.0,0.0,0
530330083002,2018,0.0,1.0,0,0.0,0.0,0
530330084011,2018,0.0,1.0,0,0.0,0.0,0
530330084012,2018,0.0,1.0,0,0.0,0.0,0
530330084013,2018,0.0,1.0,0,0.0,0.0,0
530330084021,2018,0.0,1.0,0,0.0,0.0,0
530330084022,2018,0.0,1.0,0,0.0,0.0,0
530330084023,2018,0.2857142857142857,0.7142857142857143,0,0.0,0.0,0
530330085001,2018,0.017857142857142856,0.9821428571428571,0,0.0,0.0,0
530330085002,2018,0.0,1.0,0,0.0,0.0,0
530330085003,2018,0.0,0.0,0,0.0,0.0,0
530330086001,2018,0.6403162055335968,0.35968379446640314,0,0.0,0.0,0
530330086002,2018,0.75,0.25,0,0.0,0.0,0
530330086003,2018,0.0,1.0,0,0.0,0.0,0
530330086004,2018,0.1111111111111111,0.8888888888888888,0,0.0,0.0,0
530330087001,2018,0.8078817733990148,0.1921182266009852,0,0.0,0.0,0
530330087002,2018,0.8938356164383562,0.10616438356164383,0,0.0,0.0,0
530330087003,2018,0.8538461538461538,0.14615384615384616,0,0.0,0.0,0
530330088001,2018,0.9890829694323144,0.010917030567685589,0,0.0,0.0,0
530330088002,2018,0.9177057356608479,0.08229426433915212,0,0.0,0.0,0
530330088003,2018,1.0,0.0,0,0.0,0.0,0
530330089001,2018,0.7392241379310345,0.2607758620689655,0,0.0,0.0,0
530330089002,2018,0.9873417721518988,0.012658227848101266,0,0.0,0.0,0
530330089003,2018,0.9385665529010239,0.06143344709897611,0,0.0,0.0,0
530330089004,2018,0.99375,0.00625,0,0.0,0.0,0
530330090001,2018,0.5228758169934641,0.477124183006536,0,0.0,0.0,0
530330090002,2018,0.35456475583864117,0.6454352441613588,0,0.0,0.0,0
530330090003,2018,0.5809859154929577,0.41901408450704225,0,0.0,0.0,0
530330091001,2018,0.018867924528301886,0.9811320754716981,0,0.0,0.0,0
530330091002,2018,0.0,1.0,0,0.0,0.0,0
530330092001,2018,0.0,1.0,0,0.0,0.0,0
530330092002,2018,0.0,1.0,0,0.0,0.0,0
530330093001,2018,0.1274131274131274,0.8725868725868726,0,0.0,0.0,0
530330093002,2018,0.0,1.0,0,0.0,0.0,0
530330093003,2018,0.908284023668639,0.09171597633136094,0,0.0,0.0,0
530330094001,2018,0.5878378378378378,0.41216216216216217,0,0.0,0.0,0
530330094002,2018,1.0,0.0,0,0.0,0.0,0
530330094003,2018,0.963076923076923,0.036923076923076927,0,0.0,0.0,0
530330094004,2018,0.5149572649572649,0.48504273504273504,0,0.0,0.0,0
530330094005,2018,0.8691588785046729,0.1308411214953271,0,0.0,0.0,0
530330095001,2018,0.9719626168224299,0.028037383177570093,0,0.0,0.0,0
530330095002,2018,0.9868421052631579,0.013157894736842105,0,0.0,0.0,0
530330095003,2018,0.9855072463768116,0.014492753623188406,0,0.0,0.0,0
530330095004,2018,0.9941860465116279,0.005813953488372093,0,0.0,0.0,0
530330096001,2018,0.6779026217228464,0.32209737827715357,0,0.0,0.0,0
530330096002,2018,0.36714285714285716,0.6328571428571429,0,0.0,0.0,0
