Geo,Year,PkgSpacesPerSFDU,PkgSpacesPerMFDU,PkgSpacesPerGQ,PropNonWrkTripPay,PropWkrPay,PropCashOut,PkgCost.2010
530330028001,2018,2,0.5,0.5,0,0,0,0
530330028002,2018,2,0.5,0.5,0,0,0,0
530330028003,2018,2,0.5,0.5,0,0,0,0
530330028004,2018,2,0.5,0.5,0,0,0,0
530330028001,2050,2,0.5,0.5,0,0,0,0
530330028002,2050,2,0.5,0.5,0,0,0,0
530330028003,2050,2,0.5,0.5,0,0,0,0
530330028004,2050,2,0.5,0.5,0,0,0,0
