CRRevMi,HRRevMi,MBRevMi,DRRevMi,VPRevMi,RBRevMi,MGRevMi,SRRevMi,Year,Geo
790.2739118381758,240.00276962485813,15368.38626254023,0,0,0,0,0,2018,PSRC
790.2739118381758,240.00276962485813,15368.38626254023,0,0,0,0,0,2050,PSRC
